DateTime,AddedIPs,RemovedIPs
1584519721,2,4
1584520921,2,0
1584521521,0,3
1584522121,8,0
1584523322,1,1
1584523921,4,2
1584524521,4,0
1584525121,3,0
1584525721,2,2
1584526921,0,3
1584528121,5,4
1584528722,5,1
1584529321,4,0
1584529922,7,18
1584531122,1,1
1584532321,4,3
1584532922,5,0
1584533521,2,3
1584534722,2,4
1584535321,11,0
1584536521,4,3
1584537721,4,3
1584538921,11,0
1584539521,1,7
1584540121,4,4
1584540722,5,4
1584541921,6,0
1584543721,5,4
1584544921,2,11
1584545521,2,2
1584546122,3,0
1584547321,6,3
1584547922,1,0
1584549121,4,3
1584550321,3,2
1584550921,5,3
1584552121,2,5
1584552721,4,0
1584553321,1,8
1584554522,0,5
1584555721,5,2
1584556321,2,5
1584556921,1,0
1584557521,4,0
1584558721,1,7
1584559321,6,6
1584560521,0,2
1584561721,2,2
1584562921,5,5
1584563521,4,0
1584564121,5,4
1584565321,2,0
1584565921,2,3
1584566521,3,9
1584567121,4,2
1584568321,3,8
1584568921,3,2
1584569522,4,0
1584570121,7,0
1584570721,1,3
1584571321,1,2
1584572521,3,2
1584573722,4,4
1584574921,4,2
1584576121,4,0
1584577321,5,2
1584577921,2,0
1584579122,3,18
1584579721,4,0
1584580921,4,9
1584582122,9,3
1584582721,3,1
1584584521,5,8
1584585122,2,5
1584586322,7,0
1584586921,0,7
1584588121,7,3
1584588721,2,0
1584589321,4,3
1584590521,2,0
1584591121,4,3
1584591721,4,2
1584592921,3,1
1584594121,3,0
1584595321,3,9
1584596522,2,1
1584597121,4,5
1584598321,1,0
1584598921,1,0
1584599521,3,1
1584600121,2,0
1584600721,3,3
1584601321,2,0
1584603121,2,1
1584603721,1,2
1584604921,2,0
1584605521,1,8
1584606121,2,0
1584607321,3,0
1584607921,3,0
1584608522,1,3
1584609121,1,0
1584609721,0,20
1584610922,2,0
1584611522,5,3
1584612121,0,1
1584613321,3,0
1584614521,1,9
1584615722,3,0
1584616921,0,1
1584618121,2,6
1584619321,3,8
1584619921,2,1
1584620521,1,0
1584621121,2,0
1584621721,1,0
1584622321,2,5
1584623522,2,0
1584624121,2,0
1584624722,2,15
1584625321,3,24
1584626521,1,0
1584627121,4,8
1584628321,0,2
1584628921,4,3
1584630121,5,4
1584631322,2,3
1584631921,1,0
1584632521,0,9
1584633722,1,2
1584634922,4,3
1584635521,0,3
1584636721,0,11
1584637322,2,0
1584637921,2,5
1584639121,1,4
1584639721,1,1
1584640922,2,2
1584642122,1,3
1584643321,1,4
1584643921,2,0
1584645121,4,1
1584645721,1,0
1584646321,0,2
1584646921,3,0
1584648121,0,2
1584649321,2,2
1584649921,3,0
1584650521,2,8
1584651722,1,1
1584652322,3,0
1584653521,5,10
1584654121,4,0
1584655321,2,5
1584655921,1,2
1584657122,0,3
1584658921,3,6
1584660122,4,2
1584661322,4,5
1584662521,6,12
1584663721,3,3
1584664322,1,5
1584664922,4,4
1584666121,7,0
1584667321,2,0
1584668521,1,2
1584669121,1,2
1584669721,5,4
1584670921,2,0
1584671521,1,4
1584672121,3,0
1584673321,1,8
1584673921,2,0
1584674522,2,0
1584675122,3,2
1584675721,1,3
1584676321,1,0
1584678121,4,0
1584679322,2,8
1584679921,1,0
1584680521,7,2
1584681721,1,0
1584682321,0,7
1584682921,4,0
1584684121,6,0
1584685322,4,17
1584685921,0,2
1584686521,5,1
1584687721,0,1
1584688921,3,4
1584690121,12,0
1584691321,2,2
1584691921,5,2
1584692521,0,1
1584694321,6,2
1584694921,4,0
1584696121,2,3
1584696721,2,1
1584697921,1,10
1584698521,1,1
1584699121,4,1
1584699722,1,0
1584700321,7,3
1584702121,4,15
1584703922,3,8
1584704521,2,2
1584706321,2,5
1584706921,5,4
1584707521,2,0
1584708121,3,5
1584709321,4,0
1584710522,2,5
1584711121,3,1
1584711721,2,5
1584712321,2,0
1584712922,3,2
1584714121,8,3
1584714721,2,0
1584715321,3,15
1584716522,1,0
1584717721,3,3
1584718921,5,1
1584720121,2,0
1584720721,0,2
1584721922,0,1
1584722521,4,4
1584723722,3,4
1584724321,2,0
1584724921,2,1
1584725521,3,3
1584726121,2,7
1584726721,1,0
1584727321,2,1
1584728521,4,3
1584729121,5,0
1584729721,8,3
1584730321,1,0
1584731522,3,10
1584732121,1,0
1584732721,0,6
1584733921,11,0
1584734521,2,4
1584735721,3,0
1584736321,4,6
1584736921,3,3
1584738121,0,3
1584739322,0,5
1584739921,5,1
1584741121,0,2
1584741721,2,0
1584742321,6,6
1584742921,4,1
1584743522,2,5
1584744121,3,0
1584745321,3,0
1584746522,2,10
1584747122,3,0
1584747722,2,6
1584748922,1,3
1584749521,4,0
1584750121,1,2
1584750722,2,1
1584751921,3,0
1584752521,1,0
1584753721,1,6
1584754322,1,0
1584756121,4,21
1584757321,2,2
1584757921,3,13
1584759121,4,0
1584759721,3,4
1584760921,0,4
1584761522,1,0
1584762122,4,0
1584763321,1,1
1584764521,1,2
1584765122,1,1
1584765721,2,3
1584766322,4,1
1584768121,1,9
1584768721,4,0
1584769321,3,0
1584770521,4,5
1584771721,4,0
1584772921,3,4
1584774122,2,17
1584774722,7,0
1584775321,1,2
1584775921,1,8
1584777121,1,3
1584777721,2,0
1584778921,3,10
1584779521,2,0
1584780121,0,4
1584780721,4,0
1584781321,2,5
1584781921,3,0
1584782521,2,3
1584783122,3,0
1584783721,2,3
1584784321,3,0
1584784922,1,4
1584785521,2,5
1584786122,3,0
1584786721,1,1
1584787321,4,10
1584787921,2,0
1584788522,1,18
1584789121,2,0
1584789722,3,5
1584790921,1,14
1584791521,5,0
1584792121,1,5
1584792722,5,0
1584793921,15,6
1584794521,1,0
1584795721,3,7
1584796922,2,5
1584798121,2,12
1584798722,2,0
1584799322,2,1
1584800522,5,5
1584801121,5,0
1584801721,2,4
1584802921,1,0
1584804121,1,3
1584804721,4,0
1584805321,5,2
1584805921,2,0
1584806521,2,3
1584807722,6,1
1584808921,4,4
1584810121,4,5
1584810721,1,16
1584811321,2,0
1584813122,2,0
1584813721,1,0
1584814921,0,11
1584816121,1,0
1584816721,2,1
1584817321,2,0
1584817922,0,1
1584819121,8,1
1584820321,1,4
1584820921,2,0
1584822122,4,5
1584822721,1,1
1584823322,3,0
1584823921,4,0
1584824521,0,1
1584825721,10,0
1584826922,5,15
1584828121,5,4
1584828721,4,0
1584829321,6,1
1584829921,1,0
1584830521,2,3
1584831721,5,1
1584832921,2,0
1584833521,7,3
1584834121,1,3
1584835321,5,9
1584835921,3,6
1584836521,3,0
1584837121,4,5
1584837721,1,1
1584838921,2,2
1584840121,2,0
1584840721,3,0
1584841321,4,3
1584841921,6,0
1584842521,3,0
1584843121,12,3
1584843722,6,0
1584844921,2,4
1584845521,3,0
1584846121,5,2
1584846721,6,0
1584847321,10,1
1584847921,3,0
1584848521,12,1
1584849721,4,0
1584850321,27,4
1584851521,3,13
1584852122,8,3
1584852721,3,0
1584853321,5,3
1584854521,7,4
1584855721,0,5
1584856921,12,2
1584857521,4,20
1584858721,1,0
1584859321,7,3
1584860521,3,4
1584861721,4,17
1584862921,1,0
1584864121,16,4
1584865321,6,3
1584866521,2,9
1584867721,1,0
1584868921,3,4
1584869521,1,0
1584870121,1,0
1584871321,9,1
1584872522,2,4
1584873121,5,0
1584873722,6,0
1584874322,5,0
1584874921,5,23
1584875522,9,3
1584876721,9,1
1584877321,2,3
1584877921,3,0
1584879121,12,2
1584879721,22,0
1584880321,6,10
1584880921,8,0
1584882122,3,3
1584883321,6,0
1584883921,4,6
1584885121,5,0
1584885721,6,0
1584886921,12,3
1584888721,4,11
1584889321,4,0
1584890521,2,8
1584891721,6,0
1584892921,2,5
1584893521,9,4
1584894122,9,2
1584895321,1,1
1584896522,45,0
1584897122,1,4
1584897722,1,1
1584898921,14,3
1584900121,5,3
1584900721,8,4
1584901321,7,0
1584902521,1,4
1584903721,4,1
1584904321,2,3
1584904921,2,0
1584906121,5,5
1584906721,6,3
1584907921,2,2
1584909121,8,9
1584909722,0,7
1584910321,3,0
1584910921,5,3
1584911522,4,0
1584912122,6,0
1584913321,4,6
1584914521,7,1
1584915721,5,0
1584916921,8,12
1584917521,14,4
1584918722,6,0
1584919321,4,7
1584920521,4,0
1584921721,4,4
1584922921,7,0
1584924121,6,1
1584925322,8,4
1584926521,4,2
1584927721,7,5
1584928921,11,2
1584929521,3,13
1584930721,2,2
1584931321,5,0
1584932521,8,11
1584933721,7,0
1584934321,4,0
1584934921,4,4
1584936121,6,10
1584937322,9,1
1584938522,5,0
1584939721,3,6
1584940921,4,13
1584942121,2,2
1584942721,11,0
1584943322,13,0
1584944521,9,5
1584945721,4,0
1584946921,3,0
1584948121,15,5
1584949322,0,8
1584949921,5,0
1584950521,3,9
1584951722,5,0
1584952921,6,0
1584954122,6,0
1584955321,6,8
1584955922,1,1
1584956521,2,7
1584957721,4,3
1584958321,2,1
1584958922,12,5
1584960122,10,14
1584961321,4,0
1584962522,11,13
