DateTime,Entries,UniqueIPs
1580850241,15000,15000
1580861041,15000,15000
1580871841,15000,15000
1580882641,15000,15000
1580893441,15000,15000
1580904241,15000,15000
1580915041,15000,15000
1580925841,15000,15000
1580936641,15000,15000
1580947441,15000,15000
1580958241,15000,15000
1580969041,15000,15000
1580979841,15000,15000
1580990641,15000,15000
1581001441,15000,15000
1581012241,15000,15000
1581023041,15000,15000
1581033841,15000,15000
1581044641,15000,15000
1581055441,15000,15000
1581066241,15000,15000
1581077041,15000,15000
1581087841,15000,15000
1581098641,15000,15000
1581109441,15000,15000
1581120241,15000,15000
1581131041,15000,15000
1581141841,15000,15000
1581152641,15000,15000
1581163441,15000,15000
1581174241,15000,15000
1581185041,15000,15000
1581195841,15000,15000
1581206641,15000,15000
1581217441,15000,15000
1581228241,15000,15000
1581239041,15000,15000
1581249841,15000,15000
1581260641,15000,15000
1581271441,15000,15000
1581282241,15000,15000
1581293041,15000,15000
1581303841,15000,15000
1581314641,15000,15000
1581325441,15000,15000
1581336241,15000,15000
1581347041,15000,15000
1581357841,15000,15000
1581368641,15000,15000
1581379441,15000,15000
1581390241,15000,15000
1581401041,15000,15000
1581411841,15000,15000
1581422641,15000,15000
1581433441,15000,15000
1581444241,15000,15000
1581455041,15000,15000
1581465841,15000,15000
1581476641,15000,15000
1581487441,15000,15000
1581498241,15000,15000
1581509041,15000,15000
1581519841,15000,15000
1581530641,15000,15000
1581541441,15000,15000
1581552241,15000,15000
1581563041,15000,15000
1581573841,15000,15000
1581584641,15000,15000
1581595441,15000,15000
1581606241,15000,15000
1581617041,15000,15000
1581627841,15000,15000
1581638641,15000,15000
1581649441,15000,15000
1581660241,15000,15000
1581671041,15000,15000
1581681841,15000,15000
1581692641,15000,15000
1581703441,15000,15000
1581714241,15000,15000
1581725041,15000,15000
1581735841,15000,15000
1581746641,15000,15000
1581757441,15000,15000
1581768241,15000,15000
1581779041,15000,15000
1581789841,15000,15000
1581800641,15000,15000
1581811441,15000,15000
1581822241,15000,15000
1581833041,15000,15000
1581843841,15000,15000
1581854641,15000,15000
1581865441,15000,15000
1581876241,15000,15000
1581887041,15000,15000
1581897841,15000,15000
1581908641,15000,15000
1581919441,15000,15000
1581930241,15000,15000
1581941041,15000,15000
1581951841,15000,15000
1581962641,15000,15000
1581973441,15000,15000
1581984241,15000,15000
1581995041,15000,15000
1582005841,15000,15000
1582016641,15000,15000
1582027441,15000,15000
1582038241,15000,15000
1582049041,15000,15000
1582059841,15000,15000
1582070641,15000,15000
1582081441,15000,15000
1582092241,15000,15000
1582103041,15000,15000
1582113841,15000,15000
1582124641,15000,15000
1582135441,15000,15000
1582146241,15000,15000
1582157041,15000,15000
1582167841,15000,15000
1582178641,15000,15000
1582189441,15000,15000
1582200241,15000,15000
1582211041,15000,15000
1582221841,15000,15000
1582232641,15000,15000
1582243441,15000,15000
1582254241,15000,15000
1582265041,15000,15000
1582513441,15000,15000
1582524241,15000,15000
1582535041,15000,15000
1582545841,15000,15000
1582556641,15000,15000
1582567441,15000,15000
1582578241,15000,15000
1582589041,15000,15000
1582599841,15000,15000
1582610641,15000,15000
1582621441,15000,15000
1582632241,15000,15000
1582643041,15000,15000
1582653841,15000,15000
1582664641,15000,15000
1582675441,15000,15000
1582686241,15000,15000
1582697041,15000,15000
1582707841,15000,15000
1582718641,15000,15000
1582729441,15000,15000
1582740241,15000,15000
1582751041,15000,15000
1582761841,15000,15000
1582772641,15000,15000
1582783441,15000,15000
1582794241,15000,15000
1582805041,15000,15000
1582815841,15000,15000
1582826641,15000,15000
1582837441,15000,15000
1582848241,15000,15000
1582859041,15000,15000
1582869841,15000,15000
1582880641,15000,15000
1582891441,15000,15000
1582902241,15000,15000
1582913041,15000,15000
1582923841,15000,15000
1582934641,15000,15000
1582945441,15000,15000
1582956241,15000,15000
1582967041,15000,15000
1582977841,15000,15000
1582988641,15000,15000
1582999441,15000,15000
1583010241,15000,15000
1583021041,15000,15000
1583031841,15000,15000
1583042641,15000,15000
1583053441,15000,15000
1583064241,15000,15000
1583075041,15000,15000
1583085841,15000,15000
1583096641,15000,15000
1583107441,15000,15000
1583118241,15000,15000
1583291041,15000,15000
1583301841,15000,15000
1583312641,15000,15000
1583323441,15000,15000
1583334241,15000,15000
1583345041,15000,15000
1583355841,15000,15000
1583366641,15000,15000
1583377441,15000,15000
1583388241,15000,15000
1583399041,15000,15000
1583409841,15000,15000
1583420641,15000,15000
1583431441,15000,15000
1583442241,15000,15000
1583453041,15000,15000
1583463841,15000,15000
1583474641,15000,15000
1583485441,15000,15000
1583496242,15000,15000
1583507041,15000,15000
1583517841,15000,15000
1583528641,15000,15000
1583539441,15000,15000
1583550241,15000,15000
1583561041,15000,15000
1583571841,15000,15000
1583582641,15000,15000
1583593441,15000,15000
1583604241,15000,15000
1583615041,15000,15000
1583625841,15000,15000
1583636641,15000,15000
1583647441,15000,15000
1583658241,15000,15000
1583669041,15000,15000
1583679841,15000,15000
1583690641,15000,15000
1583701441,15000,15000
1583712241,15000,15000
1583723041,15000,15000
1583733841,15000,15000
1583744641,15000,15000
1583755441,15000,15000
1583766241,15000,15000
1583777041,15000,15000
1583787841,15000,15000
1583798641,15000,15000
1583809441,15000,15000
1583820241,15000,15000
1583831041,15000,15000
1583841841,15000,15000
1583852641,15000,15000
1583863441,15000,15000
1583874241,15000,15000
1583885041,15000,15000
1583895841,15000,15000
1583906641,15000,15000
1583917441,15000,15000
1583928241,15000,15000
1583939041,15000,15000
1583949841,15000,15000
1583960641,15000,15000
1583971441,15000,15000
1583982241,15000,15000
1583993041,15000,15000
1584003841,15000,15000
1584014641,15000,15000
1584025441,15000,15000
1584036241,15000,15000
1584047041,15000,15000
1584057841,15000,15000
1584068641,15000,15000
1584079441,15000,15000
1584090241,15000,15000
1584101041,15000,15000
1584111841,15000,15000
1584122641,15000,15000
1584133441,15000,15000
1584144241,15000,15000
1584155041,15000,15000
1584165841,15000,15000
1584176641,15000,15000
1584187441,15000,15000
1584198241,15000,15000
1584209041,15000,15000
1584219841,15000,15000
1584230641,15000,15000
1584241441,15000,15000
1584252241,15000,15000
1584263041,15000,15000
1584273841,15000,15000
1584284641,15000,15000
1584295441,15000,15000
1584306241,15000,15000
1584317041,15000,15000
1584327841,15000,15000
1584338641,15000,15000
1584349441,15000,15000
1584360241,15000,15000
1584371041,15000,15000
1584381841,15000,15000
1584392641,15000,15000
1584403441,15000,15000
1584414241,15000,15000
1584425041,15000,15000
1584435841,15000,15000
1584446641,15000,15000
1584457441,15000,15000
1584468241,15000,15000
1584479041,15000,15000
1584489841,15000,15000
1584500641,15000,15000
1584511441,15000,15000
1584522241,15000,15000
1584533041,15000,15000
1584543841,15000,15000
1584554641,15000,15000
1584565441,15000,15000
1584576241,15000,15000
1584587041,15000,15000
1584597841,15000,15000
1584608641,15000,15000
1584619441,15000,15000
1584630241,15000,15000
1584641041,15000,15000
1584651841,15000,15000
1584662641,15000,15000
1584673441,15000,15000
1584684241,15000,15000
1584695041,15000,15000
1584705841,15000,15000
1584716641,15000,15000
1584727441,15000,15000
1584738241,15000,15000
1584749041,15000,15000
1584759841,15000,15000
1584770641,15000,15000
